Nº de ingreso,Signatura,Forma,Tema,Autor,Fecha,Color,Lugar,Descripción,Palabras claves,Medidas,Observaciones,Manchas,Roturas,Escrituras,Pérdida de elementos,Rayaduras,Dobleces,Pérdida de color,Otros deterioros
254,ELE-0225,Fotografía,Calle,s/a,1899?,sepia,Lima,"Vista general del Paseo Colón, al fondo el Palacio de la Exposición",,219x159,,no,no,no,no,no,no,no,no
255,ELE-0226,Fotografía,Transporte,s/a,s/f.,sepia,Callao,"Vista general de la llegada, por primera vez, del ferrocarril a La Punta, Callao",,215x155,Foto de foto,no,no,no,no,no,no,no,no
256,ELE-0227,Fotografía,Balneario,s/a,1907,b/n,Callao,"Damas paseando por la Plataforma de los Baños de La Punta, Callao",,160x219,Foto de publicación,no,no,si,no,no,no,no,no
257,ELE-0228,Fotografía,Edificio público,s/a,1930,b/n,Barranco,Estación del Ferrocarril Lima-Chorrillos en Barranco (altura Plaza Octavio Espinoza),,217x159,Foto de publicación,no,no,no,no,no,no,no,no
258,ELE-0229,Fotografía,Balneario,s/a,1904,b/n,Barranco,Bajada de los Baños de Barranco,,253x204,,no,no,no,no,no,si,no,si
259,ELE-0230,Fotografía,Muelle,s/a,1860,b/n,Callao,Muelle y dársena del Callao,,239x180,,no,no,no,no,no,no,no,no
260,ELE-0231,Fotografía,Edificio público,s/a,1874,sepia,Plaza San Martín,Fachada de la estación de San Juan de Dios del ferrocarril al Callao (hoy desaparecida),,226x149,Ver: Col. Fotográfica,no,no,no,no,no,no,no,no
261,ELE-0232,Fotografía,Establecimiento militar,s/a,s/f,b/n,Callao,"Portón de acceso, aspecto de las murallas y un torreón del Castillo del Real Felipe",,220x164,,no,no,no,no,no,no,no,no
262,ELE-0233,Fotografía,Balneario,s/a,1919,b/n,Miraflores,Bañistas en playa de Miraflores,,239x180,Foto de publicación,no,no,no,no,no,no,no,no
263,ELE-0234,Fotografía,Edificio público,s/a,1920,b/n,Miraflores,Estación del Ferrocarril Inglés,,141x91,,no,no,no,no,no,no,no,no
264,ELE-0235,Fotografía,Balneario,s/a,1906,sepia,Miraflores,Bajada a los baños de Miraflores,,219x157,,no,no,si,no,no,no,no,no
265,ELE-0236,Fotografía,Plaza y Parque,s/a,1908,b/n,Miraflores,Parque y glorieta de Miraflores,,224x165,Foto bastante borrosa,no,no,no,no,no,no,no,no
266,ELE-0237,Fotografía,Balneario,s/a,1906,b/n,Miraflores,Bajada a los baños de Miraflores,,239x180,,no,no,no,no,no,no,no,no
284,ELE-0238,Fotografía,Vivienda,s/a,1904,sepia,Lima. Esq. calles Concepción y Trapitos,Vista general de la Casa Olavegoya,,227x165,Foto de foto. Ver fotografía nº de ingreso 267.,no,no,no,no,no,no,no,no
285,ELE-0238,Fotografía,Vivienda,s/a,1904,b/n,Lima. Esq. calles Concepción y Trapitos,Vista general de la Casa Olavegoya,,228x165,Foto de foto. Ver fotografía nº de ingreso 267.,no,no,no,no,no,no,no,no
267,ELE-0238,Fotografía,Vivienda,s/a,1904,sepia,Lima. Esq. calles Concepción y Trapitos,Vista general de la Casa Olavegoya. Hoy desaparecida.,,100x71,,no,no,no,no,no,no,no,no
268,ELE-0239,Fotografía,Vivienda,s/a,1972-oct.-11,b/n,Lima,Patio de la Casa de los Marqueses de Negreiros,,182x120,En el dorso lleva sello del diario La Prensa,no,no,no,no,no,no,no,si
269,ELE-0240,Fotografía,Vivienda,s/a,1870,sepia,Rimac,"Vista general de la casa de Micaela Villegas ""La Perricholi"", hoy desaparecida",,235x169,Foto de foto,no,no,no,no,no,no,no,no
287,ELE-0240,Fotografía,Vivienda,s/a,s/f.,b/n,Rímac,"Vista general de la casa de Micaela Villegas ""La Perricholi"", hoy desaparecida",,232x165,Foto de foto. Ver fotografía nº de ingreso 269.,no,no,no,no,no,no,no,no
270,ELE-0241,Fotografía,Vivienda,s/a,s/f,b/n,Lima,Vista general de la Quinta de Presa,,232x170,Foto de grabado,no,no,no,no,no,no,no,no
271,ELE-0242,Fotografía,Vivienda,s/a,1900,b/n,Miraflores,Rancho del Sr. Felipe Barreda y Osma en la calle Lima,,239x180,,si,no,no,no,no,no,no,no
272,ELE-0243,Fotografía,Edificio comercial,s/a,1900,sepia,Lima,Vista general del Molino de Santa Clara,,210x150,Foto de foto,no,no,no,no,no,no,no,no
273,ELE-0244,Fotografía,Edificio comercial,s/a,1899,sepia,Lima,"Jardín Estrasburgo, salones",,214x156,,no,no,no,no,no,no,no,no
274,ELE-0245,Fotografía,Vivienda,s/a,1872,sepia,Lima. Calle Melchormalo,Fachada de la casa de la familia Lavalle,,157x167,Foto de foto,no,no,no,no,no,no,no,no
275,ELE-0246,Fotografía,Edificio público,s/a,1874,sepia,"Lima, Jr. Huancavelica","Fachada del Teatro Principal, hoy Teatro Segura.",,232x170,,no,no,si,no,no,no,no,no
276,ELE-0247,Fotografía,Edificio público,s/a,s/f.,b/n,Plaza San Martín,"Vista de la fachada del Club Nacional, al fondo el Teatro Colón y el Hotel Bolívar",,239x180,,no,no,no,no,no,no,no,no
277,ELE-0248,Fotografía,Edificio comercial,s/a,s/f,b/n,San Isidro,Vista general del Hotel Country Club de Lima,,230x170,Al dorso hay una descripción detallada de las características del establecimiento,no,no,no,no,no,no,no,si
278,ELE-0249,Fotografía,Balcón,s/a,1860,b/n,Rímac,"Balcón de la casa de la Perricholi, hoy desaparecido",,239x180,Foto de foto,no,no,no,no,no,no,no,no
279,ELE-0250,Fotografía,Edificio público,s/a,1935,b/n,Plaza Mayor de Lima,Vista general del antiguo local del Club de la Unión en la esq. del Portal de Botoneros y la calle Bodegones,,229x168,,no,no,no,no,no,no,no,no
280,ELE-0251,Fotografía,Balcón,s/a,1900,b/n,Lima,Balcón de la casa de Pablo de Olavide,,220x156,Foto de foto,no,no,no,no,no,no,no,no
281,ELE-0252,Fotografía,Vivienda,s/a,1900,sepia,Lima,"Vista de la segunda planta del antiguo local del Club Nacional en la calle Núñez, hoy desaparecido",,212x155,"Foto borrosa, muy oscura",no,no,no,no,no,no,no,no
282,ELE-0253,Fotografía,Balcón,s/a,s/f.,b/n,Lima,Balcones de la calle Valladolid,,240x180,"Foto de grabado, bastante borrosa",no,no,no,no,no,no,no,no
283,ELE-0254,Fotografía,Vivienda,s/a,1900,b/n,"Lima, calle Piedra",Vista de la planta alta de la casa de los Marqueses de Fuentes Gonzalez.,,218x159,,no,no,si,no,no,no,no,no
286,ELE-0255,Fotografía,Edificio comercial,s/a,1899,sepia,Lima,"Jardín Estrasburgo, entrada",,240x180,,no,no,no,no,no,no,no,no
288,ELE-0256,Fotografía,Vivienda,s/a,s/f.,sepia,Rímac,Vista general de la fachada de la Quinta Presa,,219x138,,no,no,no,no,no,no,no,no
289,ELE-0257,Fotografía,Vivienda,s/a,1890,b/n,Lima,Casa donde nació Francisco Bolognesi en la calle Afligidos,,160x219,Foto de publicación.,no,no,no,no,no,no,no,no
290,ELE-0258,Impreso,Muelle,s/a,s/f.,sepia,Callao,Muelle y dársena del puerto del Callao,,289x211,,no,no,no,no,no,si,no,no
291,ELE-0259,Fotografía,Vista panorámica,s/a,s. XVIII,b/n,Callao,Dibujo del puerto del Callao visto desde el mar,,220x150,,no,no,no,no,no,no,no,no
294,ELE-0260,Fotografía,Alameda,s/a,s/f,b/n,Rímac,Vista general del Paseo de Aguas,,241x179,Foto de grabado,no,no,no,no,no,no,no,no
295,ELE-0261,Fotografía,Estampa costumbrista,s/a,1890,b/n,Lima,La lechera. Mujer a caballo llevando porongos,,159x219,Foto de publicación,no,no,no,no,no,no,no,no
296,ELE-0262,Fotografía,Estampa costumbrista,s/a,1922,b/n,s/l,Lechero a caballo llevando porongo,,192x142,Foto de publicación,no,no,no,no,no,no,no,no
297,ELE-0263,Fotografía,Estampa costumbrista,s/a,1890,b/n,Lima,Panadero montado en acémila,,159x219,Foto de publicación,no,no,no,no,no,no,no,no
311,ELE-0263,Fotografía,Estampa costumbrista,s/a,1890,b/n,Lima,Panadero montado en acémila,,180x239,Ver fotografía nº de ingreso 297,no,no,no,no,no,no,no,no
298,ELE-0264,Fotografía,Estampa costumbrista,s/a,1890,b/n,Rímac,Aguador montado en acémila,,159x219,Foto de foto,no,no,no,no,no,no,no,no
299,ELE-0265,Fotografía,Estampa costumbrista,s/a,1858,sepia,Lima,"Tapada limeña, la acompaña criada negra",,138x228,,no,no,no,no,no,no,no,no
300,ELE-0266,Fotografía,Estampa costumbrista,s/a,1860,b/n,Lima,Tapadas limeñas,,179x238,,no,no,no,no,no,no,no,no
301,ELE-0267,Fotografía,Estampa costumbrista,s/a,1860,b/n,Rímac,Negro tizanero de Malambo,,179x238,,no,no,no,no,no,no,no,no
302,ELE-0268,Fotografía,Estampa costumbrista,s/a,1930,b/n,s/l,"Carnaval limeño antiguo, a la tina",,180x239,Foto de un apunte de Caamaño,no,no,no,no,no,no,no,no
303,ELE-0269,Fotografía,Estampa costumbrista,s/a,1858,b/n,Lima,Tapada limeña de saya y manto,,158x219,Foto de foto,no,no,no,no,no,no,no,no
304,ELE-0270,Fotografía,Estampa costumbrista,s/a,1899,sepia,Lima,Aspecto de la Plaza de Santa Ana o Plaza Italia,,240x180,Ver: ELE-279,no,no,no,no,no,no,no,no
305,ELE-0271,Fotografía,Estampa costumbrista,s/a,s/f,b/n,Lima,Alumbrante de amo,,182x240,Foto de grabado,no,no,si,no,no,no,no,no
306,ELE-0272,Fotografía,Estampa costumbrista,s/a,s/f,b/n,Lima,Tapada limeña,,240x182,Foto de grabado,no,no,si,no,no,no,no,no
307,ELE-0273,Fotografía,Estampa costumbrista,s/a,s/f,b/n,s/l,Soldado con su mujer,,169x222,Foto de pintura,no,no,no,no,no,no,no,no
424,ELE-0273,Fotografía,Estampa costumbrista,s/a,s/f,b/n,s/l,Soldado con su mujer,,200x158,Ver fotografía nº de ingreso 307,no,no,no,no,no,no,no,no
308,ELE-0274,Fotografía,Estampa costumbrista,s/a,1864,b/n,Lima,Tapada limeña,,160x219,,no,no,no,no,no,no,no,no
309,ELE-0275,Fotografía,Estampa costumbrista,s/a,1890,b/n,Lima,Heladero,,159x219,Foto de publicación,si,no,no,no,no,no,no,no
310,ELE-0276,Fotografía,Estampa costumbrista,s/a,1858,b/n,s/l,Tapada y criada negra,,180x240,Foto de publicación,no,no,no,no,no,no,no,no
312,ELE-0277,Fotografía,Personaje,s/a,s/f,b/n,Chorrillos,"María Isabel Sánchez Concha montada en acémila, en una calle de Chorrillos",,253x204,,no,no,no,no,no,no,no,no
315,ELE-0277,Fotografía,Personaje,s/a,s/f,b/n,Chorrillos,"María Isabel Sánchez Concha montada en acémila, en una calle de Chorrillos",,253x203,Ver fotografía nº de ingreso 312,no,no,no,no,no,no,no,no
313,ELE-0278,Fotografía,Personaje,s/a,1907,b/n,s/l,"Caricatura de ""Mata-obispo"", cándido limeño",,204x253,Caricatura de Vinatea,no,no,no,no,no,si,no,no
314,ELE-0279,Fotografía,Plaza y Parque,s/a,1904,sepia,Lima,"Aspecto de la Plaza de Santa Ana o Plaza Italia, se aprecia a un lechero sobre un caballo",,203x253,Ver: ELE-270,no,no,no,no,no,no,no,no
316,ELE-0280,Fotografía,Edificio público,s/a,1898,b/n,Chosica,Estación ferroviaria de Chosica,,220x160,,no,no,si,no,no,no,no,no
317,ELE-0281,Fotografía,Balcón,s/a,s/f,b/n,Huaura,Balcón desde donde José de San Martín proclamo la independencia del Perú,,160x210,Foto de publicación,no,no,no,no,no,no,no,no
318,ELE-0282,Fotografía,Balcón,s/a,s/f,b/n,Huaura,Balcón desde donde José de San Martín proclamo la independencia del Perú,,180x216,Foto de publicación,no,no,si,no,no,no,no,no
319,ELE-0283,Fotografía,Ruina,s/a,1968,b/n,Cuzco,Machupicchu. Vista del torreón,,172x230,,no,no,no,no,no,no,no,no
320,ELE-0284,Fotografía,Vivienda,s/a,s/f,b/n,Cuzco,Vista general de la casa del Inca Garcilaso de la Vega en el Cuzco,,220x142,,no,no,si,no,no,no,no,no
321,ELE-0285,Fotografía,Vivienda,s/a,s/f,b/n,Cuzco,Fachada de la casa-palacio del Almirante en el Cuzco,,156x185,,no,no,si,no,no,no,no,no
322,ELE-0286,Fotografía,Calle,s/a,1906,b/n,Chorrillos,Vista general de la calle Lima,,180x112,Foto de foto,no,no,si,no,no,no,no,no
351,ELE-0287,Fotografía,Balneario,s/a,1907?,b/n,Chorrillos,"Bañistas en la playa de La Herradura, con trajes de baño de la época",,,Ver fotografía nº de ingreso 323,no,no,no,no,no,no,no,no
323,ELE-0287,Fotografía,Balneario,s/a,1907,b/n,Chorrillos,"Bañistas en la playa de La Herradura, con trajes de baño de la época",,239x180,Foto de publicación,no,no,no,no,no,no,no,no
324,ELE-0288,Fotografía,Balneario,s/a,1860,b/n,Chorrillos,Vista general del malecón de Chorrillos  y de la bajada a los baños,,218x140,Foto de grabado,no,no,no,no,no,no,no,no
325,ELE-0288,Fotografía,Balneario,s/a,1860,b/n,Chorrillos,Vista general del malecón de Chorrillos  y de la bajada a los baños,,219x158,Foto de grabado. Ver fotografía nº de ingreso 324,no,no,no,no,no,no,no,no
326,ELE-0289,Fotografía,Transporte,s/a,1908,b/n,Chorrillos,"Vagón del tranvía Lima-Chorrillos, saliendo del túnel de La Herradura",,217x159,Foto de publicación,no,no,no,no,no,no,no,no
327,ELE-0290,Fotografía,Balneario,s/a,1874,sepia,Chorrillos,Vista general del malecón de Chorrillos y de la bajada a los baños,,239x180,,si,no,si,si,no,no,no,si
328,ELE-0291,Fotografía,Vida política,s/a,1905,b/n,Chorrillos,El matrimonio Sáenz Peña y otras personas en el vestíbulo de la casa del Sr. Prado y Ugarteche,,219x150,,no,no,no,no,no,no,no,no
335,ELE-0292,Fotografía,Balneario,s/a,1870?,sepia,Chorrillos,Vista general del Malecón de Chorrillos y del Club Regatas,,206x143,Ver fotografía nº de ingreso 329,no,no,no,no,no,no,no,no
329,ELE-0292,Fotografía,Balneario,s/a,1870?,sepia,Chorrillos,Vista general del Malecón de Chorrillos y del Club Regatas,,216x149,,si,no,no,no,no,no,no,no
346,ELE-0292,Fotografía,Balneario,s/a,1870?,b/n,Chorrillos,Vista general del Malecón de Chorrillos y del Club Regatas,,226x158,Ver fotografía nº de ingreso 329,no,no,no,no,no,no,no,no
330,ELE-0293,Fotografía,Edificio público,s/a,1913,b/n,Chorrillos,Vista general del Club Regatas y la bajada a los baños,,238x119,,no,no,si,no,no,no,no,no
336,ELE-0293,Fotografía,Edificio público,s/a,1913,b/n,Chorrillos,Vista general del Club Regatas y la bajada a los baños,,215x106,Ver fotografía nº de ingreso 330,no,no,si,no,no,no,no,no
331,ELE-0294,Fotografía,Vivienda,s/a,s/f,b/n,Chorrillos,Vista  de  ranchos en Chorrillos antes de la destrucción en la Guerra con Chile,,205x147,,no,no,no,no,no,no,no,no
332,ELE-0295,Fotografía,Balneario,s/a,1899,sepia,Chorrillos,Vista general del Malecón de Chorrillos,,238x163,Foto de grabado,no,no,no,no,no,no,no,no
333,ELE-0296,Fotografía,Edificio público,s/a,1874,sepia,Chorrillos,Vista general del Hotel Chorrillos en el balneario del mismo nombre,,240x180,,no,no,no,no,no,no,no,no
334,ELE-0297,Fotografía,Balneario,s/a,1906,b/n,Chorrillos,"Baños de Chorrillos, veraneantes",,240x84,,no,no,si,no,no,no,no,no
337,ELE-0298,Fotografía,Edificio público,s/a,1906?,sepia,Chorrillos,Vista general del Club Regatas y la bajada a los baños,,219x160,Foto de publicación,no,no,si,no,no,no,no,no
338,ELE-0299,Fotografía,Vivienda,s/a,1925,sepia,Chorrillos,"Vista general del Malecón de Chorrillos, residencias",,220x134,,no,no,si,no,no,no,no,no
339,ELE-0300,Fotografía,Balneario,s/a,1906,sepia,Chorrillos,Vista general del Malecón de Chorrillo y la bajada a los baños,,220x157,,no,no,si,no,no,no,no,no
340,ELE-0301,Fotografía,Balneario,s/a,1907,sepia,Chorrillos,Vista del Club Regatas y Baños de Chorrillos,,240x81,,no,no,si,no,no,no,no,no
341,ELE-0302,Fotografía,Balneario,s/a,1898,sepia,Chorrillos,Vista general de los baños de Chorrillos,,219x160,,no,no,si,no,no,no,no,no
342,ELE-0303,Fotografía,Balneario,s/a,1918,b/n,Chorrillos,"Aspecto de la Alameda de Chorrillos, se aprecian las fachadas de algunos ranchos",,241x158,,no,no,no,no,no,no,no,no
343,ELE-0304,Fotografía,Vivienda,s/a,1900,b/n,Chorrillos,Fachada del rancho de la familia Garland en Chorrillos,,218x160,,si,no,si,no,no,no,no,no
344,ELE-0305,Fotografía,Iglesia,s/a,s/f,b/n,Chorrillos,"Aspecto de la iglesia matriz de Chorrillos antes de la guerra con Chile. Se aprecian las fachadas del Hotel Pedro y otro establecimiento, asimismo un aspecto de la plaza",,201x142,Foto de foto,no,no,no,no,si,no,no,no
345,ELE-0306,Fotografía,Calle,s/a,1900,sepia,Chorrillos,Vista general de la calle del Tren en Chorrillos,,201x153,,no,no,no,no,no,no,no,no
347,ELE-0307,Fotografía,Balneario,s/a,1874,sepia,Chorrillos,Vista de la entrada al Malecón de Chorrillos. Al fondo se aprecia la subida al Salto del Fraile,,232x177,,no,no,si,no,no,no,no,no
348,ELE-0308,Fotografía,Vivienda,s/a,1876,b/n,Chorrillos,Fachada de un rancho en la calle Lima de Chorrillos,,240x174,,no,no,si,no,no,no,no,no
349,ELE-0309,Fotografía,Vivienda,s/a,1863,b/n,Chorrillos,Fachada del rancho en Chorrillos donde vivió el presidente José Antonio Pezet,,160x196,Foto de foto,no,no,no,no,no,no,no,no
350,ELE-0310,Fotografía,Balneario,s/a,1898,b/n,Chorrillos,Bañistas delante de los cuartos de los baños de Chorrillos,,219x160,,no,no,si,no,no,no,no,no
352,ELE-0311,Fotografía,Personaje,s/a,1906,b/n,Lima,"Los generales Roque Sáenz Peña, Andrés A. Cáceres y el alcalde Federico Elguera sobre un automóvil",,217x159,,no,no,no,no,no,no,no,no
353,ELE-0311,Fotografía,Personaje,s/a,1906,b/n,Lima,"Los generales Roque Sáenz Peña, Andrés A. Cáceres y el alcalde Federico Elguera sobre un automóvil",,217x159,,no,no,no,no,no,no,no,no
354,ELE-0312,Fotografía,Personaje,s/a,1905,b/n,s/l,Retrato de cuerpo entero de Roque Sáenz Peña,,179x240,,no,no,no,no,no,no,no,no
355,ELE-0313,Fotografía,Personaje,s/a,1905,b/n,Lima,"El general Roque Sáenz Peña, el general César Canevaro y otros personajes dirigiéndose al Casino de la Magdalena",,217x136,,no,no,si,no,no,no,no,no
356,ELE-0314,Fotografía,Evento social,s/a,1906,sepia,Lima,José Pardo y sus ministros en la función de gala en el Teatro Principal en homenaje al general Roque Sáenz Peña,,238x179,,no,no,no,no,no,no,no,no
367,ELE-0314,Fotografía,Evento social,s/a,1906,b/n,Lima,José Pardo y sus ministros en la función de gala en el Teatro Principal en homenaje al general Roque Sáenz Peña,,252x204,Ver fotografía nº de ingreso 356,no,no,no,no,no,si,no,no
357,ELE-0315,Fotografía,Evento social,s/a,1906,b/n,Lima,Banquete ofrecido al general Roque Sáenz Peña por la familia Irigoyen.,,240x180,,si,no,no,no,no,no,no,no
358,ELE-0316,Fotografía,Evento social,s/a,1906,b/n,Lima,"Agasajo ofrecido por el presidente Pardo por la visita del general Roque Sáenz Peña. Grupo de militares entre los que se encuentran: Andrés A. Cáceres, el propio Sáenz Peña y  José Pardo y Barreda",,219x158,Foto de publicación,no,no,no,no,no,no,no,no
360,ELE-0317,Fotografía,Evento social,s/a,1906,b/n,s/l,Recepción ofrecida al genera Roque Sáenz Peña en la Legación argentina en Lima,,233x154,Foto de publicación,no,no,no,no,no,no,no,no
361,ELE-0318,Fotografía,Personaje,s/a,1906,b/n,Callao,Familia Sáenz Peña a bordo de una lancha en su partida del Callao,,213x136,Foto de publicación,no,no,no,no,no,no,no,no
362,ELE-0319,Fotografía,Personaje,s/a,1906,sepia,Ancón,Grupo de personas en un homenaje al general Roque Sáenz Peña realizado en Ancón. Al centro Sáenz Peña,,215x124,Foto de publicación,no,no,no,no,no,no,no,no
364,ELE-0320,Fotografía,Personaje,s/a,1906,b/n,Callao,Familia Sáenz Peña y comitiva ingresando al muelle del Callao,,220x151,Foto de publicación,si,no,no,no,no,no,no,no
365,ELE-0321,Fotografía,Personaje,s/a,1905,b/n,Callao,General Roque Sáenz Peña durante su desembarco en el Callao,,240x180,,no,no,no,no,no,no,no,no
366,ELE-0322,Fotografía,Evento social,s/a,1905,b/n,Lima,El general Roque Sáenz Peña al mando de la Línea el día de la inauguración al monumento de Francisco Bolognesi,,253x204,,no,no,no,no,no,no,no,no
410,ELE-0323,Fotografía,Personaje,s/a,1879,b/n,s/l,Retrato de cuerpo entero de Miguel Grau Seminario,,177x238,Ver fotografía nº de ingreso 368,no,no,no,no,no,no,no,no
368,ELE-0323,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato de cuerpo entero de Miguel Grau Seminario,,89x140,,no,no,no,no,no,no,no,no
389,ELE-0323,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato de cuerpo entero de Miguel Grau Seminario,,100x150,Ver fotografía nº de ingreso 368,no,no,no,no,no,no,no,no
369,ELE-0324,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de Leoncio Prado,,122x180,Foto de publicación,no,no,si,no,no,no,no,no
370,ELE-0325,Fotografía,Personaje,s/a,s/f,b/n,s/l,Fusilamiento de Leoncio Prado,,181x120,Foto de pintura,no,no,no,no,no,no,no,si
371,ELE-0326,Fotografía,Personaje,s/a,s/f,b/n,s/l,"Fotografía que reune los retratos de heroes de la guerra con Chile: Bolognesi, Alfonso Ugarte, entre otros",,111x157,Leyenda explicativa,no,no,no,no,no,no,no,no
372,ELE-0327,Fotografía,Personaje,s/a,s/f,b/n,s/l,"Fotografía que reune los retratos de Miguel Grau Seminario, su esposa Dolores Cavero y 8 de sus hijos",,121x182,Leyenda explicativa,no,no,no,no,no,no,no,no
373,ELE-0328,Fotografía,Personaje,s/a,s/f,b/n,s/l,"Fotografía que reune los retratos de Nicolás de Piérola, sus montoneros y Marta la Cantinera en la revolución de 1895",,122x180,Leyenda,no,no,no,no,no,no,no,no
422,ELE-0328,Fotografía,Personaje,s/a,s/f,b/n,s/l,"Fotografía que reune los retratos de Nicolás de Piérola, sus montoneros y Marta la Cantinera en la revolución de 1895",,146x204,Leyenda. Ver fotografía nº de ingreso 373,no,no,no,no,no,no,no,no
374,ELE-0329,Fotografía,Personaje,s/a,1882,sepia,Chorrillos,"Jefes chilenos, en Chorrillos, durante la ocupación",,215x157,,si,no,no,no,no,no,no,no
390,ELE-0329,Fotografía,Personaje,s/a,1882,sepia,Chorrillos,"Jefes chilenos, en Chorrillos, durante la ocupación",,240x179,Ver fotografía nº de ingreso 374,no,no,no,no,no,no,no,si
375,ELE-0330,Fotografía,Personaje,s/a,1881,sepia,s/l,Retrato del general Justiniano Borgoño,,180x238,,si,no,no,no,no,no,no,no
376,ELE-0331,Fotografía,Personaje,s/a,s/f,sepia,s/l,Muerte de Ramón Castilla,,290x180,Foto del cuadro de Juan O. Cipriani,no,no,no,no,no,no,no,no
377,ELE-0332,Fotografía,Imagen de guerra,s/a,1881,b/n,Chorrillos,Asalto e incendio de Chorrillos por los chilenos en la guerra del Pacífico,,142x104,Foto de cuadro,no,no,no,no,no,no,no,no
383,ELE-0332,Fotografía,Imagen de guerra,s/a,1881,b/n,Chorrillos,Asalto e incendio de Chorrillos por los chilenos en la guerra del Pacífico,,232x169,Foto de cuadro. Ver fotografía nº de ingreso 377,no,no,no,no,no,no,no,no
378,ELE-0333,Fotografía,Personaje,s/a,1882,sepia,s/l,Retrato de 3/4 del coronel chileno Florencio Baeza durante la ocupación,,179x239,,no,no,no,no,no,no,no,no
379,ELE-0334,Fotografía,Personaje,Courret,1881,b/n,Lima,"Retrato de Manuel Molina, soldado chileno de la ocupación",,241x180,,no,no,no,no,no,no,no,no
380,ELE-0335,Fotografía,Personaje,s/a,1882,sepia,Lima,"Retrato de cuerpo entero del general Alejandro Baquedano, jefe chileno de la ocupación",,178x237,,no,no,no,no,no,no,no,no
381,ELE-0336,Fotografía,Personaje,s/a,1880,sepia,s/l,Francisco Bolognesi rodeado de otros personajes,,205x120,"Foto de ""La respuesta de Bolognesi"", cuadro de Lepiani",no,no,no,no,no,no,no,no
382,ELE-0337,Fotografía,Personaje,s/a,1887,sepia,s/l,"Retrato de cuerpo entero de Pedro Garezon, héroe de Angamos",,180x240,,no,no,si,no,no,no,no,si
416,ELE-0338,Fotografía,Imagen de guerra,s/a,s/f,sepia,s/l,Monitor Huáscar,,239x179,Leyenda explicativa. Ver fotografía nº de ingreso 384,no,no,no,no,no,no,no,no
384,ELE-0338,Fotografía,Imagen de guerra,s/a,s/f,b/n,s/l,Monitor Huáscar,,239x179,Leyenda explicativa,si,no,no,no,no,si,no,no
423,ELE-0339,Fotografía,Personaje,s/a,1878,b/n,s/l,Retrato de Nicolás de Piérola,,139x227,Ver fotografía nº de ingreso 385,no,no,no,no,no,no,no,no
385,ELE-0339,Fotografía,Personaje,s/a,1879,sepia,Lima,Retrato de perfil de Nicolás de Piérola,,131x212,,no,no,no,no,no,no,no,no
386,ELE-0340,Fotografía,Personaje,Courret,1881,sepia,Lima,"Retrato de Irene Morales, cantinera chilena, armada",,180x240,,no,no,no,no,no,no,no,no
397,ELE-0340,Fotografía,Personaje,Courret,1881,b/n,Lima,"Retrato de Irene Morales, cantinera chilena, armada",,179x238,Ver fotografía nº de ingreso 386,no,no,no,no,no,no,no,si
387,ELE-0341,Fotografía,Imagen de guerra,s/a,s/f,b/n,s/l,Batalla de Tarapacá,,219x170,Foto de cuadro,no,no,no,no,no,no,no,no
388,ELE-0342,Fotografía,Imagen de guerra,s/a,s/f,b/n,s/l,Batalla de Arica,,240x180,Foto de cuadro,no,no,no,no,no,no,no,no
391,ELE-0343,Fotografía,Imagen de guerra,s/a,s/f,sepia,s/l,El monitor Huáscar y la escuadra en la guerra del Pacífico,,239x179,Foto de cuadro,no,no,no,no,no,no,no,no
392,ELE-0344,Fotografía,Personaje,s/a,s/f,sepia,s/l,El coronel Alfonso Ugarte arrojándose del morro de Arica,,216x150,Foto de cuadro,no,no,no,no,no,no,no,no
393,ELE-0345,Fotografía,Imagen de guerra,s/a,1879,b/n,s/l,Fragata Independencia,,220x127,Foto de cuadro,no,no,no,no,no,no,no,no
394,ELE-0346,Fotografía,Personaje,s/a,1882,sepia,s/l,Retrato del coronel Patricio Linch,,179x239,,no,no,no,no,no,no,no,no
395,ELE-0347,Fotografía,Personaje,s/a,1889,sepia,s/l,Retrato del general César Canevaro,,180x238,,no,no,no,no,no,no,no,no
396,ELE-0348,Fotografía,Personaje,s/a,1883,sepia,s/l,Retrato del general César Canevaro,,180x239,,no,no,no,no,no,no,no,no
398,ELE-0349,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato del general Miguel Iglesias montado a caballo,,180x239,Foto de cuadro,no,no,no,no,no,no,no,si
399,ELE-0350,Fotografía,Imagen de guerra,s/a,s/f,sepia,Amancaes,El general César Canevaro en maniobras en Amancaes,,242x180,Foto de cuadro,no,no,no,no,no,no,no,no
400,ELE-0351,Fotografía,Personaje,s/a,1882,sepia,s/l,Retrato de 3/4 del coronel Alejandro Gorostiaga,,179x239,,no,no,no,no,no,no,no,no
401,ELE-0352,Fotografía,Personaje,s/a,s/f,b/n,s/l,Francisco Bolognesi rechazando el pedido de rendición de Arica,,217x143,Foto de un dibujo basado en el cuadro de Lepiani,no,no,no,no,no,no,no,no
402,ELE-0353,Fotografía,Personaje,s/a,1885,b/n,s/l,Integrantes del gobierno chileno que firmó la paz con Perú tras la guerra del Pacífico. Al centro el presidente de la junta de gobierno Jorge Montt,,230x174,,no,no,no,no,no,no,no,no
